dataset,datasetIteration,model,orientation,trainingType,val
pdac,95,dummy,second,justTargetDataset,1.7573091983795166
all,95,dummy,first,allDatasets,1.2536970376968384
all,95,dummy,first,justTargetDataset,1.2536970376968384
all,95,dummy,second,allDatasets,1.6141918897628784
all,95,dummy,second,justTargetDataset,1.6141918897628784
brca,96,dummy,first,allDatasets,1.0823743343353271
brca,96,dummy,first,justTargetDataset,1.0981303453445435
brca,96,dummy,second,allDatasets,1.1519930362701416
brca,96,dummy,second,justTargetDataset,1.1430500745773315
ccrcc,96,dummy,first,allDatasets,1.029283046722412
ccrcc,96,dummy,first,justTargetDataset,1.0317964553833008
ccrcc,96,dummy,second,allDatasets,1.396924614906311
ccrcc,96,dummy,second,justTargetDataset,1.368817687034607
coad,96,dummy,first,allDatasets,3.707549571990967
coad,96,dummy,first,justTargetDataset,3.4981963634490967
coad,96,dummy,second,allDatasets,1.5534719228744507
coad,96,dummy,second,justTargetDataset,1.5138872861862183
gbm,96,dummy,first,allDatasets,1.261433482170105
gbm,96,dummy,first,justTargetDataset,1.258935570716858
gbm,96,dummy,second,allDatasets,1.045095443725586
gbm,96,dummy,second,justTargetDataset,1.0478013753890991
hnscc,96,dummy,first,allDatasets,1.1365190744400024
hnscc,96,dummy,first,justTargetDataset,1.1232240200042725
hnscc,96,dummy,second,allDatasets,1.016484260559082
hnscc,96,dummy,second,justTargetDataset,1.0389889478683472
lscc,96,dummy,first,allDatasets,0.9954776167869568
lscc,96,dummy,first,justTargetDataset,1.0450384616851807
lscc,96,dummy,second,allDatasets,1.171621561050415
lscc,96,dummy,second,justTargetDataset,1.1528769731521606
luad,96,dummy,first,allDatasets,1.3759230375289917
luad,96,dummy,first,justTargetDataset,1.4747105836868286
luad,96,dummy,second,allDatasets,1.2386525869369507
luad,96,dummy,second,justTargetDataset,1.453134298324585
ov,96,dummy,first,allDatasets,1.218091368675232
ov,96,dummy,first,justTargetDataset,1.290584921836853
ov,96,dummy,second,allDatasets,7.940643310546875
ov,96,dummy,second,justTargetDataset,7.1594414710998535
pdac,96,dummy,first,allDatasets,1.5689566135406494
pdac,96,dummy,first,justTargetDataset,1.473620057106018
pdac,96,dummy,second,allDatasets,2.6066408157348633
pdac,96,dummy,second,justTargetDataset,2.2714407444000244
all,96,dummy,first,allDatasets,1.385332465171814
all,96,dummy,first,justTargetDataset,1.385332465171814
all,96,dummy,second,allDatasets,1.7849395275115967
all,96,dummy,second,justTargetDataset,1.7849395275115967
brca,97,dummy,first,allDatasets,1.2761094570159912
brca,97,dummy,first,justTargetDataset,1.3244370222091675
brca,97,dummy,second,allDatasets,1.0539312362670898
brca,97,dummy,second,justTargetDataset,1.1651325225830078
ccrcc,97,dummy,first,allDatasets,1.965576410293579
ccrcc,97,dummy,first,justTargetDataset,1.789792776107788
ccrcc,97,dummy,second,allDatasets,0.9931773543357849
ccrcc,97,dummy,second,justTargetDataset,1.026850938796997
coad,97,dummy,first,allDatasets,2.078620195388794
coad,97,dummy,first,justTargetDataset,2.002875566482544
coad,97,dummy,second,allDatasets,8.142158508300781
coad,97,dummy,second,justTargetDataset,7.616846084594727
gbm,97,dummy,first,allDatasets,1.292844533920288
gbm,97,dummy,first,justTargetDataset,1.299516201019287
gbm,97,dummy,second,allDatasets,1.069107174873352
gbm,97,dummy,second,justTargetDataset,1.108104944229126
hnscc,97,dummy,first,allDatasets,1.1153045892715454
hnscc,97,dummy,first,justTargetDataset,1.1058013439178467
hnscc,97,dummy,second,allDatasets,1.1049031019210815
hnscc,97,dummy,second,justTargetDataset,1.0991820096969604
lscc,97,dummy,first,allDatasets,1.0734325647354126
lscc,97,dummy,first,justTargetDataset,1.07737398147583
lscc,97,dummy,second,allDatasets,1.1195794343948364
lscc,97,dummy,second,justTargetDataset,1.156646728515625
luad,97,dummy,first,allDatasets,1.0494383573532104
luad,97,dummy,first,justTargetDataset,1.0824253559112549
luad,97,dummy,second,allDatasets,1.2002946138381958
luad,97,dummy,second,justTargetDataset,1.1926207542419434
ov,97,dummy,first,allDatasets,1.1589926481246948
ov,97,dummy,first,justTargetDataset,1.1432713270187378
ov,97,dummy,second,allDatasets,1.130974292755127
ov,97,dummy,second,justTargetDataset,1.137725830078125
pdac,97,dummy,first,allDatasets,1.22646164894104
pdac,97,dummy,first,justTargetDataset,1.1862629652023315
pdac,97,dummy,second,allDatasets,1.0976616144180298
pdac,97,dummy,second,justTargetDataset,1.144317865371704
all,97,dummy,first,allDatasets,1.3329148292541504
all,97,dummy,first,justTargetDataset,1.3329148292541504
all,97,dummy,second,allDatasets,1.6401965618133545
all,97,dummy,second,justTargetDataset,1.6401965618133545
brca,98,dummy,first,allDatasets,1.0408656597137451
brca,98,dummy,first,justTargetDataset,1.0502350330352783
brca,98,dummy,second,allDatasets,1.173813819885254
brca,98,dummy,second,justTargetDataset,1.1870872974395752
ccrcc,98,dummy,first,allDatasets,1.0351756811141968
ccrcc,98,dummy,first,justTargetDataset,1.0522443056106567
ccrcc,98,dummy,second,allDatasets,2.42820405960083
ccrcc,98,dummy,second,justTargetDataset,2.2430922985076904
coad,98,dummy,first,allDatasets,1.9016703367233276
coad,98,dummy,first,justTargetDataset,1.8569130897521973
coad,98,dummy,second,allDatasets,4.29210090637207
coad,98,dummy,second,justTargetDataset,4.144542217254639
gbm,98,dummy,first,allDatasets,1.0407971143722534
gbm,98,dummy,first,justTargetDataset,1.0633363723754883
gbm,98,dummy,second,allDatasets,1.2971118688583374
gbm,98,dummy,second,justTargetDataset,1.2628669738769531
hnscc,98,dummy,first,allDatasets,0.9961926341056824
hnscc,98,dummy,first,justTargetDataset,1.0719680786132812
hnscc,98,dummy,second,allDatasets,1.2415130138397217
hnscc,98,dummy,second,justTargetDataset,1.2114111185073853
lscc,98,dummy,first,allDatasets,0.9514504671096802
lscc,98,dummy,first,justTargetDataset,1.0018361806869507
lscc,98,dummy,second,allDatasets,1.1975609064102173
lscc,98,dummy,second,justTargetDataset,1.1735798120498657
luad,98,dummy,first,allDatasets,1.1418964862823486
luad,98,dummy,first,justTargetDataset,1.1455501317977905
luad,98,dummy,second,allDatasets,1.0764764547348022
luad,98,dummy,second,justTargetDataset,1.114492654800415
ov,98,dummy,first,allDatasets,1.339218258857727
ov,98,dummy,first,justTargetDataset,1.3121148347854614
ov,98,dummy,second,allDatasets,1.0257686376571655
ov,98,dummy,second,justTargetDataset,1.042198896408081
pdac,98,dummy,first,allDatasets,1.5830515623092651
pdac,98,dummy,first,justTargetDataset,1.5950103998184204
pdac,98,dummy,second,allDatasets,4.46901273727417
pdac,98,dummy,second,justTargetDataset,3.71484637260437
all,98,dummy,first,allDatasets,1.1737076044082642
all,98,dummy,first,justTargetDataset,1.1737076044082642
all,98,dummy,second,allDatasets,1.9005893468856812
all,98,dummy,second,justTargetDataset,1.9005893468856812
brca,99,dummy,first,allDatasets,1.1432914733886719
brca,99,dummy,first,justTargetDataset,1.1737818717956543
brca,99,dummy,second,allDatasets,1.0849486589431763
brca,99,dummy,second,justTargetDataset,1.090615153312683
ccrcc,99,dummy,first,allDatasets,1.041864275932312
ccrcc,99,dummy,first,justTargetDataset,1.0594007968902588
ccrcc,99,dummy,second,allDatasets,1.1250503063201904
ccrcc,99,dummy,second,justTargetDataset,1.1015574932098389
coad,99,dummy,first,allDatasets,2.8452866077423096
coad,99,dummy,first,justTargetDataset,2.7165517807006836
coad,99,dummy,second,allDatasets,1.7711035013198853
coad,99,dummy,second,justTargetDataset,1.7197816371917725
gbm,99,dummy,first,allDatasets,1.0324044227600098
gbm,99,dummy,first,justTargetDataset,1.0582691431045532
gbm,99,dummy,second,allDatasets,1.2382646799087524
gbm,99,dummy,second,justTargetDataset,1.22359299659729
hnscc,99,dummy,first,allDatasets,1.2022501230239868
hnscc,99,dummy,first,justTargetDataset,1.1980215311050415
hnscc,99,dummy,second,allDatasets,0.9868825078010559
hnscc,99,dummy,second,justTargetDataset,1.0164154767990112
lscc,99,dummy,first,allDatasets,1.0547877550125122
lscc,99,dummy,first,justTargetDataset,1.0577733516693115
lscc,99,dummy,second,allDatasets,1.0554020404815674
lscc,99,dummy,second,justTargetDataset,1.0667877197265625
luad,99,dummy,first,allDatasets,1.1296510696411133
luad,99,dummy,first,justTargetDataset,1.1460471153259277
luad,99,dummy,second,allDatasets,1.1714266538619995
luad,99,dummy,second,justTargetDataset,1.178651213645935
ov,99,dummy,first,allDatasets,4.46382999420166
ov,99,dummy,first,justTargetDataset,5.0992817878723145
ov,99,dummy,second,allDatasets,1.1592031717300415
ov,99,dummy,second,justTargetDataset,1.176783561706543
pdac,99,dummy,first,allDatasets,2.5561325550079346
pdac,99,dummy,first,justTargetDataset,2.2364742755889893
pdac,99,dummy,second,allDatasets,2.085035562515259
pdac,99,dummy,second,justTargetDataset,2.0310230255126953
all,99,forest,first,allDatasets,1.4170998665192776
all,99,forest,first,justTargetDataset,1.4159697352385658
all,99,forest,second,allDatasets,1.082285745222854
all,99,forest,second,justTargetDataset,1.078293049524851
brca,0,forest,first,allDatasets,1.0573133261971082
brca,0,forest,first,justTargetDataset,1.060601349904
brca,0,forest,second,allDatasets,1.0428582349988709
brca,0,forest,second,justTargetDataset,1.0617444986029856
ccrcc,0,forest,first,allDatasets,0.776743100017973
ccrcc,0,forest,first,justTargetDataset,0.8224400242609287
ccrcc,0,forest,second,allDatasets,0.8975264053476066
ccrcc,0,forest,second,justTargetDataset,0.9077420562612089
coad,0,forest,first,allDatasets,1.2085318862409804
coad,0,forest,first,justTargetDataset,1.2083969974238844
coad,0,forest,second,allDatasets,2.8508030709786736
coad,0,forest,second,justTargetDataset,2.707117254038126
gbm,0,forest,first,allDatasets,1.2314983888480668
gbm,0,forest,first,justTargetDataset,1.219533364361171
gbm,0,forest,second,allDatasets,0.9489875051217743
gbm,0,forest,second,justTargetDataset,0.9851577757012365
hnscc,0,forest,first,allDatasets,0.9218982309496339
hnscc,0,forest,first,justTargetDataset,0.9443415835304402
hnscc,0,forest,second,allDatasets,0.9118185016155462
hnscc,0,forest,second,justTargetDataset,0.9537964691268564
lscc,0,forest,first,allDatasets,0.7115007109711895
lscc,0,forest,first,justTargetDataset,0.810833815432919
lscc,0,forest,second,allDatasets,0.7337543064104141
lscc,0,forest,second,justTargetDataset,0.8316206693084923
luad,0,forest,first,allDatasets,0.7791415632562932
luad,0,forest,first,justTargetDataset,0.8689065588981288
luad,0,forest,second,allDatasets,0.9964383188346442
luad,0,forest,second,justTargetDataset,1.05243844085258
ov,0,forest,first,allDatasets,1.248251220034993
ov,0,forest,first,justTargetDataset,1.2920308598627177
ov,0,forest,second,allDatasets,1.1180436346579445
ov,0,forest,second,justTargetDataset,1.2024229007281828
pdac,0,forest,first,allDatasets,1.816322957738641
pdac,0,forest,first,justTargetDataset,1.6636457611752264
pdac,0,forest,second,allDatasets,1.5776981862374977
pdac,0,forest,second,justTargetDataset,1.5089074354741558
all,0,forest,first,allDatasets,1.0084302103097058
all,0,forest,first,justTargetDataset,1.0102454694336953
all,0,forest,second,allDatasets,1.1354409013101605
all,0,forest,second,justTargetDataset,1.1351726163256952
brca,1,forest,first,allDatasets,1.0729333827287066
brca,1,forest,first,justTargetDataset,1.080523997307121
brca,1,forest,second,allDatasets,1.0063416892869912
brca,1,forest,second,justTargetDataset,1.057409189004645
ccrcc,1,forest,first,allDatasets,0.7572558150702856
ccrcc,1,forest,first,justTargetDataset,0.8067816090029268
ccrcc,1,forest,second,allDatasets,1.8182215186831157
ccrcc,1,forest,second,justTargetDataset,1.6399419190620115
coad,1,forest,first,allDatasets,4.029095722679021
coad,1,forest,first,justTargetDataset,3.8553064863709605
coad,1,forest,second,allDatasets,1.636815921601339
coad,1,forest,second,justTargetDataset,1.685868630007116
gbm,1,forest,first,allDatasets,1.1697526653050447
gbm,1,forest,first,justTargetDataset,1.14195027213395
gbm,1,forest,second,allDatasets,0.9680657447119898
gbm,1,forest,second,justTargetDataset,0.9805253231852495
hnscc,1,forest,first,allDatasets,0.9157889490637048
hnscc,1,forest,first,justTargetDataset,0.9646926096831673
hnscc,1,forest,second,allDatasets,0.9452663019470375
hnscc,1,forest,second,justTargetDataset,0.9696495086465831
lscc,1,forest,first,allDatasets,0.8315953628483049
lscc,1,forest,first,justTargetDataset,0.9206816037883943
lscc,1,forest,second,allDatasets,0.6606933412187399
lscc,1,forest,second,justTargetDataset,0.7778967570771428
luad,1,forest,first,allDatasets,0.8438362747130644
luad,1,forest,first,justTargetDataset,0.9385407317122325
luad,1,forest,second,allDatasets,0.842940426550192
luad,1,forest,second,justTargetDataset,0.9337819916943665
ov,1,forest,first,allDatasets,1.2591262517023414
ov,1,forest,first,justTargetDataset,1.3025868394122244
ov,1,forest,second,allDatasets,2.962476660474043
ov,1,forest,second,justTargetDataset,2.815348033321298
pdac,1,forest,first,allDatasets,1.3625206664486715
pdac,1,forest,first,justTargetDataset,1.3303475636750912
pdac,1,forest,second,allDatasets,1.5812272684377269
pdac,1,forest,second,justTargetDataset,1.5444702623681603
all,1,forest,first,allDatasets,1.2043879222283804
all,1,forest,first,justTargetDataset,1.2045056150113438
all,1,forest,second,allDatasets,1.2533582499955362
all,1,forest,second,justTargetDataset,1.2505392836326232
brca,2,forest,first,allDatasets,1.1952205694702904
brca,2,forest,first,justTargetDataset,1.2041168978789223
brca,2,forest,second,allDatasets,0.9278478820492962
brca,2,forest,second,justTargetDataset,0.9821914906132421
ccrcc,2,forest,first,allDatasets,0.7555643598152622
ccrcc,2,forest,first,justTargetDataset,0.81589507047997
ccrcc,2,forest,second,allDatasets,1.349864492720709
ccrcc,2,forest,second,justTargetDataset,1.2908522192651877
coad,2,forest,first,allDatasets,2.9025545289848185
coad,2,forest,first,justTargetDataset,2.8989414466925907
coad,2,forest,second,allDatasets,4.699178051498693
coad,2,forest,second,justTargetDataset,4.462630070273992
gbm,2,forest,first,allDatasets,1.1188401688634313
gbm,2,forest,first,justTargetDataset,1.1028191931606692
gbm,2,forest,second,allDatasets,0.9826039507014647
gbm,2,forest,second,justTargetDataset,0.9903586454714887
hnscc,2,forest,first,allDatasets,0.8433868025394168
hnscc,2,forest,first,justTargetDataset,0.8892390519626617
hnscc,2,forest,second,allDatasets,0.9776399936064218
hnscc,2,forest,second,justTargetDataset,0.9842280200690583
lscc,2,forest,first,allDatasets,0.9250446829080865
lscc,2,forest,first,justTargetDataset,0.9980641413433904
lscc,2,forest,second,allDatasets,0.6488757759291287
lscc,2,forest,second,justTargetDataset,0.7925293688587131
luad,2,forest,first,allDatasets,0.8061897733277233
luad,2,forest,first,justTargetDataset,0.90752658524205
luad,2,forest,second,allDatasets,0.9230935198810861
luad,2,forest,second,justTargetDataset,0.9998960735057839
ov,2,forest,first,allDatasets,1.1850528215775669
ov,2,forest,first,justTargetDataset,1.18689081295945
ov,2,forest,second,allDatasets,1.0563883650030275
ov,2,forest,second,justTargetDataset,1.0742932593943382
pdac,2,forest,first,allDatasets,1.8051106835708217
pdac,2,forest,first,justTargetDataset,1.8135767230519217
pdac,2,forest,second,allDatasets,2.0468468268363096
pdac,2,forest,second,justTargetDataset,1.9099890245373603
all,2,forest,first,allDatasets,1.162206215230507
all,2,forest,first,justTargetDataset,1.1620031687480998
all,2,forest,second,allDatasets,1.355370773149586
all,2,forest,second,justTargetDataset,1.355229617123269
brca,3,forest,first,allDatasets,1.1526742157650278
brca,3,forest,first,justTargetDataset,1.1572600547231249
brca,3,forest,second,allDatasets,0.9803493521723473
brca,3,forest,second,justTargetDataset,1.0083460932240775
ccrcc,3,forest,first,allDatasets,0.880094372962344
ccrcc,3,forest,first,justTargetDataset,0.9024584348600658
ccrcc,3,forest,second,allDatasets,0.7861950493805064
ccrcc,3,forest,second,justTargetDataset,0.8250634219340822
coad,3,forest,first,allDatasets,5.541709993083864
coad,3,forest,first,justTargetDataset,5.238552072062743
coad,3,forest,second,allDatasets,3.414223831910573
coad,3,forest,second,justTargetDataset,3.4094622550955953
gbm,3,forest,first,allDatasets,1.1116561122041833
gbm,3,forest,first,justTargetDataset,1.109274444988857
gbm,3,forest,second,allDatasets,1.0240513946453533
gbm,3,forest,second,justTargetDataset,1.020979572334564
hnscc,3,forest,first,allDatasets,0.9698798646401745
hnscc,3,forest,first,justTargetDataset,1.0149525198271157
hnscc,3,forest,second,allDatasets,0.8971552188300317
hnscc,3,forest,second,justTargetDataset,0.9516034340864752
lscc,3,forest,first,allDatasets,0.753007532181649
lscc,3,forest,first,justTargetDataset,0.8393621773265127
lscc,3,forest,second,allDatasets,0.7068693219532789
lscc,3,forest,second,justTargetDataset,0.8125124870276655
luad,3,forest,first,allDatasets,1.377469816045161
luad,3,forest,first,justTargetDataset,1.4145612317964202
luad,3,forest,second,allDatasets,1.0519299222517646
luad,3,forest,second,justTargetDataset,1.258014691250453
ov,3,forest,first,allDatasets,1.1667916871922035
ov,3,forest,first,justTargetDataset,1.18238474786881
ov,3,forest,second,allDatasets,1.1473571782826428
ov,3,forest,second,justTargetDataset,1.1969633066465561
pdac,3,forest,first,allDatasets,1.8259953628305061
pdac,3,forest,first,justTargetDataset,1.7379210860683234
pdac,3,forest,second,allDatasets,1.2959386952262313
pdac,3,forest,second,justTargetDataset,1.2878766714057779
all,3,forest,first,allDatasets,1.4591995038176677
all,3,forest,first,justTargetDataset,1.4575028814986273
all,3,forest,second,allDatasets,1.1407152486159464
all,3,forest,second,justTargetDataset,1.139384234239354
brca,4,forest,first,allDatasets,1.04952063134635
brca,4,forest,first,justTargetDataset,1.1305945369202117
brca,4,forest,second,allDatasets,1.0787639658357897
brca,4,forest,second,justTargetDataset,1.1040670353764102
ccrcc,4,forest,first,allDatasets,0.9132230029149706
ccrcc,4,forest,first,justTargetDataset,0.9521478968315568
ccrcc,4,forest,second,allDatasets,1.0554765720371313
ccrcc,4,forest,second,justTargetDataset,1.0839505226166612
coad,4,forest,first,allDatasets,4.032086233164665
coad,4,forest,first,justTargetDataset,3.938171703236119
coad,4,forest,second,allDatasets,3.4587989624922386
coad,4,forest,second,justTargetDataset,3.32042145974796
gbm,4,forest,first,allDatasets,1.2713315060568686
gbm,4,forest,first,justTargetDataset,1.2563292100466534
gbm,4,forest,second,allDatasets,0.970983200768726
gbm,4,forest,second,justTargetDataset,1.0222001788079833
hnscc,4,forest,first,allDatasets,0.9064873895996041
hnscc,4,forest,first,justTargetDataset,0.9359378730303198
hnscc,4,forest,second,allDatasets,0.9150430861503644
hnscc,4,forest,second,justTargetDataset,0.9391431344360182
lscc,4,forest,first,allDatasets,0.7855526107540978
lscc,4,forest,first,justTargetDataset,0.8901606822728152
lscc,4,forest,second,allDatasets,0.7075561058899973
lscc,4,forest,second,justTargetDataset,0.8115895397765536
luad,4,forest,first,allDatasets,0.8908730547642789
luad,4,forest,first,justTargetDataset,0.987298606551792
luad,4,forest,second,allDatasets,1.27861279109775
luad,4,forest,second,justTargetDataset,1.4545995408545278
ov,4,forest,first,allDatasets,1.2436557700938151
ov,4,forest,first,justTargetDataset,1.2432243317005935
ov,4,forest,second,allDatasets,1.0655723730386761
ov,4,forest,second,justTargetDataset,1.1076126918655549
pdac,4,forest,first,allDatasets,1.3767316917877774
pdac,4,forest,first,justTargetDataset,1.3037350431597186
pdac,4,forest,second,allDatasets,2.0201185527939765
pdac,4,forest,second,justTargetDataset,1.8788180146349587
all,4,forest,first,allDatasets,1.2327651039822132
all,4,forest,first,justTargetDataset,1.232276148398025
all,4,forest,second,allDatasets,1.2916151708127135
all,4,forest,second,justTargetDataset,1.289510436367055
brca,5,forest,first,allDatasets,1.746338910299567
brca,5,forest,first,justTargetDataset,1.9344258385150062
brca,5,forest,second,allDatasets,1.2579295290679076
brca,5,forest,second,justTargetDataset,1.4180144244933321
ccrcc,5,forest,first,allDatasets,1.5577487762418667
ccrcc,5,forest,first,justTargetDataset,1.462455791055944
ccrcc,5,forest,second,allDatasets,0.7919215209130213
ccrcc,5,forest,second,justTargetDataset,0.8500672871594814
coad,5,forest,first,allDatasets,1.826108215701514
coad,5,forest,first,justTargetDataset,1.8586524320639648
coad,5,forest,second,allDatasets,7.657073075180009
coad,5,forest,second,justTargetDataset,7.100328206124432
gbm,5,forest,first,allDatasets,1.0283428310536007
gbm,5,forest,first,justTargetDataset,1.0481910511211656
gbm,5,forest,second,allDatasets,1.1443375766699315
gbm,5,forest,second,justTargetDataset,1.1278853474409314
hnscc,5,forest,first,allDatasets,0.9075170278866981
hnscc,5,forest,first,justTargetDataset,0.9417513635382965
hnscc,5,forest,second,allDatasets,0.9356092756972094
hnscc,5,forest,second,justTargetDataset,0.9953839379427659
lscc,5,forest,first,allDatasets,0.7559500660859286
lscc,5,forest,first,justTargetDataset,0.8815984035139272
lscc,5,forest,second,allDatasets,0.712591632893005
lscc,5,forest,second,justTargetDataset,0.8265391849654968
luad,5,forest,first,allDatasets,1.0770158286831863
luad,5,forest,first,justTargetDataset,1.1726405920748462
luad,5,forest,second,allDatasets,0.9387407768483588
luad,5,forest,second,justTargetDataset,1.062227758453109
ov,5,forest,first,allDatasets,1.1378577297052024
ov,5,forest,first,justTargetDataset,1.180866289798893
ov,5,forest,second,allDatasets,1.1492607521895275
ov,5,forest,second,justTargetDataset,1.160058016347685
pdac,5,forest,first,allDatasets,1.7091502130214142
pdac,5,forest,first,justTargetDataset,1.65199824395648
pdac,5,forest,second,allDatasets,1.194624196048235
pdac,5,forest,second,justTargetDataset,1.341836056069799
all,5,forest,first,allDatasets,1.252118168685921
all,5,forest,first,justTargetDataset,1.2529990573116137
all,5,forest,second,allDatasets,1.482413715880191
all,5,forest,second,justTargetDataset,1.480743234602965
brca,6,forest,first,allDatasets,1.183007882992095
brca,6,forest,first,justTargetDataset,1.193843387364717
brca,6,forest,second,allDatasets,2.2604058585041873
brca,6,forest,second,justTargetDataset,2.749645259723955
ccrcc,6,forest,first,allDatasets,0.8396126242478326
ccrcc,6,forest,first,justTargetDataset,0.8503398192250634
ccrcc,6,forest,second,allDatasets,0.7934893784783734
ccrcc,6,forest,second,justTargetDataset,0.8230771176329179
coad,6,forest,first,allDatasets,5.053471945633272
coad,6,forest,first,justTargetDataset,4.788412618780924
coad,6,forest,second,allDatasets,0.9718448700307405
coad,6,forest,second,justTargetDataset,0.9779202278785503
gbm,6,forest,first,allDatasets,1.010964745849035
gbm,6,forest,first,justTargetDataset,1.0306235883355626
gbm,6,forest,second,allDatasets,1.1838408301520447
gbm,6,forest,second,justTargetDataset,1.1523051189449378
hnscc,6,forest,first,allDatasets,0.8420000748293116
hnscc,6,forest,first,justTargetDataset,0.8962885548209071
hnscc,6,forest,second,allDatasets,2.2321769459897607
hnscc,6,forest,second,justTargetDataset,1.968711597461258
lscc,6,forest,first,allDatasets,0.7851381708571153
lscc,6,forest,first,justTargetDataset,0.9053308604689854
lscc,6,forest,second,allDatasets,0.7218689117547356
lscc,6,forest,second,justTargetDataset,0.846509204827437
luad,6,forest,first,allDatasets,0.9446068490074069
luad,6,forest,first,justTargetDataset,1.0212997732800133
luad,6,forest,second,allDatasets,0.8168322423389079
luad,6,forest,second,justTargetDataset,0.9322660202413245
ov,6,forest,first,allDatasets,1.1775601943764256
ov,6,forest,first,justTargetDataset,1.1962942813394624
ov,6,forest,second,allDatasets,1.0611108197738621
ov,6,forest,second,justTargetDataset,1.1014809511625825
pdac,6,forest,first,allDatasets,2.4763487478362207
pdac,6,forest,first,justTargetDataset,2.1051658755723524
pdac,6,forest,second,allDatasets,1.5759379179919988
pdac,6,forest,second,justTargetDataset,1.5456700691704937
all,6,forest,first,allDatasets,1.3890710493734837
all,6,forest,first,justTargetDataset,1.3871515441469207
all,6,forest,second,allDatasets,1.2409469172487997
all,6,forest,second,justTargetDataset,1.2396537322804757
brca,7,forest,first,allDatasets,0.9797207001522047
brca,7,forest,first,justTargetDataset,1.0261764420825217
brca,7,forest,second,allDatasets,1.1259518880188755
brca,7,forest,second,justTargetDataset,1.1140279529505799
ccrcc,7,forest,first,allDatasets,0.820428523588454
ccrcc,7,forest,first,justTargetDataset,0.8621531806437994
ccrcc,7,forest,second,allDatasets,0.8702704887928396
ccrcc,7,forest,second,justTargetDataset,0.9123756562585952
coad,7,forest,first,allDatasets,2.0174692619085106
coad,7,forest,first,justTargetDataset,2.1174561985868148
coad,7,forest,second,allDatasets,4.9647839414712855
coad,7,forest,second,justTargetDataset,4.678645711036207
gbm,7,forest,first,allDatasets,1.0324866060753026
gbm,7,forest,first,justTargetDataset,1.0437433150292879
gbm,7,forest,second,allDatasets,1.1429787242462137
gbm,7,forest,second,justTargetDataset,1.1465487477339502
hnscc,7,forest,first,allDatasets,0.8870762651816609
hnscc,7,forest,first,justTargetDataset,0.914597123590711
hnscc,7,forest,second,allDatasets,0.9472097875515003
hnscc,7,forest,second,justTargetDataset,0.9670293825529355
lscc,7,forest,first,allDatasets,0.7093431441417385
lscc,7,forest,first,justTargetDataset,0.8303830410817288
lscc,7,forest,second,allDatasets,0.7625118154081314
lscc,7,forest,second,justTargetDataset,0.8649770709880611
luad,7,forest,first,allDatasets,0.8359545323490664
luad,7,forest,first,justTargetDataset,0.9547788756262356
luad,7,forest,second,allDatasets,0.9712391727373416
luad,7,forest,second,justTargetDataset,1.0056287332414071
ov,7,forest,first,allDatasets,1.114461283994647
ov,7,forest,first,justTargetDataset,1.1396170155492371
ov,7,forest,second,allDatasets,1.1614218758445254
ov,7,forest,second,justTargetDataset,1.177889991298264
pdac,7,forest,first,allDatasets,2.3548885055902433
pdac,7,forest,first,justTargetDataset,2.088291220212467
pdac,7,forest,second,allDatasets,1.0898785397488089
pdac,7,forest,second,justTargetDataset,1.0994740649684227
all,7,forest,first,allDatasets,1.0990949413046114
all,7,forest,first,justTargetDataset,1.1002432577790384
all,7,forest,second,allDatasets,1.2769561452634102
all,7,forest,second,justTargetDataset,1.2768223772854426
brca,8,forest,first,allDatasets,0.8862290613060215
brca,8,forest,first,justTargetDataset,0.9523842660067128
brca,8,forest,second,allDatasets,1.5167217886292375
brca,8,forest,second,justTargetDataset,1.6620588154890945
ccrcc,8,forest,first,allDatasets,0.9681035327763423
ccrcc,8,forest,first,justTargetDataset,0.9659367397631239
ccrcc,8,forest,second,allDatasets,0.7393268083437116
ccrcc,8,forest,second,justTargetDataset,0.8046350614223868
coad,8,forest,first,allDatasets,4.673371264116974
coad,8,forest,first,justTargetDataset,4.308747379221451
coad,8,forest,second,allDatasets,4.006560572490317
coad,8,forest,second,justTargetDataset,3.922155598763668
gbm,8,forest,first,allDatasets,1.1575929531940172
gbm,8,forest,first,justTargetDataset,1.1572789286400895
gbm,8,forest,second,allDatasets,1.0270878446337934
gbm,8,forest,second,justTargetDataset,1.0563571918757313
hnscc,8,forest,first,allDatasets,0.9427858980909972
hnscc,8,forest,first,justTargetDataset,0.963021057577263
hnscc,8,forest,second,allDatasets,0.9595078699372667
hnscc,8,forest,second,justTargetDataset,1.009413790998847
lscc,8,forest,first,allDatasets,0.6555968802710986
lscc,8,forest,first,justTargetDataset,0.7713750575690315
lscc,8,forest,second,allDatasets,0.7834076068968235
lscc,8,forest,second,justTargetDataset,0.8595376351166946
luad,8,forest,first,allDatasets,1.0659761822891627
luad,8,forest,first,justTargetDataset,1.129141387813928
luad,8,forest,second,allDatasets,0.8875107957300622
luad,8,forest,second,justTargetDataset,1.0731599987968654
ov,8,forest,first,allDatasets,1.1314340004175787
ov,8,forest,first,justTargetDataset,1.1652461882461078
ov,8,forest,second,allDatasets,2.073763427140458
ov,8,forest,second,justTargetDataset,2.282227725644562
pdac,8,forest,first,allDatasets,1.4944702851413898
pdac,8,forest,first,justTargetDataset,1.4682421205016236
pdac,8,forest,second,allDatasets,1.2959806404235104
pdac,8,forest,second,justTargetDataset,1.3060452557306448
all,8,forest,first,allDatasets,1.2778202636754437
